user_id,isbn
96,9782889155279; 2889155277 2804133222; 9782804133221; 2763776531; 9782763776538 9782246832386; 2246832381 9782845978430; 284597843X 2742728031; 9782742728039 9782330191122; 233019112X 9782067261853; 2067261851 9782884747851; 2884747850 9782365081849; 2365081843 9782828914783; 282891478X
97,nan 3038913332; 9783038913337 9782302077461; 2302077466; 9782302093676; 2302093674; 9782302094758; 2302094751 nan 0190260378; 9780190260378 9782226470072; 2226470077 9782021223316; 2021223310 9782070624522; 2070624528 221302801X; 9782213028019 9783899552966; 3899552962
98,9791021028876 2870889941; 9782870889947; 9782874411878; 2874411876; 287088995X; 9782870889954 9782807301993; 2807301991 nan 9782070345939; 2070345939 9782600059374; 2600059377 9782812624414; 2812624418; 9782812625176; 2812625171; 9782812626029; 281262602X 9783039193578; 3039193570 9782889011308; 2889011305 9782889181469; 2889181464
99,9782729621995; 2729621997 2710115239; 9782710115236 9782718414454; 2718414456 2745302884; 9782745302885 9782226471222; 2226471227 nan 9782940404193; 2940404194 2251011862; 9782251011868; 2251111867; 9782251111865 9782715413832; 2715413831 2826500937; 9782826500933
100,9782080243010; 2080243012 9782311212723; 2311212729 9782856083895; 2856083897 9791038807471 9782228911986; 2228911984 9783725588527; 372558852X 9782294712357; 2294712358 9782885003031; 2885003030 9782940673643; 2940673640 9782373051018; 237305101X; 9782253106869; 2253106860; 9782253106876; 2253106879; 9782373056594; 2373056593; 9782373057072; 2373057077
101,9782885002652; 2885002654 9788884504029; 8884504023 9782889410835; 2889410838 9782800174983; 2800174986; 9791034739462; 9782808500180; 2808500181; 9791034751266; 9791034754366 9782021477764; 2021477762 9782412066812; 2412066817 9782070329137; 2070329135 9782810203161; 2810203164 9782940146543; 2940146543 9783727277870; 3727277874
102,9782812460746; 2812460741; 9782812460753; 281246075X 9782883511064; 2883511063 nan nan 9783038691280; 3038691283 2765059411; 9782765059417 9782379312458; 2379312451 2829000854; 9782829000850 9782505000426; 2505000425 9782381140025; 2381140026
103,9782738134325; 2738134327 9782253262329; 2253262323; 9782253262336; 2253262331; 9782253262343; 225326234X; 9782253262350; 2253262358; 9782253262367; 2253262366; 9782253262374; 2253262374; 9782253262381; 2253262382 9782221253175; 2221253175 9782073000354; 2073000355 9782081395534; 2081395533 9789052015736; 9052015732 nan 9782849220634; 2849220639 9782408034429; 2408034426 9782262037345; 2262037345
104,9782715412811; 2715412819 9791094565469 9791096906222 9782080415271; 2080415271 9783727289088; 3727289082 9782804184773; 2804184773 9782384820498; 2384820494 9782226187192; 2226187197 9791031802534 9782379222924; 2379222924
105,9782832102527; 2832102522 9782021081527; 2021081524 207030745X; 9782070307456 9782080255648; 2080255649 2812612037; 9782812612039 2070727416; 9782070727414 9782889154913; 2889154912 2715400144; 9782715400146 9782809847383; 280984738X 2020055392; 9782020055390
106,9782226436030; 2226436030 2940110085; 9782940110087 9782413008668; 2413008667 9782505070405; 2505070407 9782246820666; 2246820669 9782350173528; 2350173526 2725630274; 9782725630274 2262009317; 9782262009311; 2262009325; 9782262009328 9782501146708; 2501146700 9782715404922; 2715404921
107,9782344041055; 2344041052 nan 9782889150830; 2889150836 9782365495387; 2365495389 9782738148742; 2738148743 9782924142462; 2924142466 9791026402497 9791031804927 9782829004124; 2829004124 9783727207389; 3727207388; 9783727209604; 3727209607
108,9782940454105; 2940454108 9782749175669; 2749175666 9782839935296; 2839935295 9782072881862; 2072881862 2882411715; 9782882411716; 2882411723; 9782882411723; 9782882411891; 2882411898; 2882411901; 9782882411907; 9782882411969; 2882411960; 9782882411976; 2882411979; 9782882412171; 2882412177; 9782882412188; 2882412185; 9782882412904; 2882412908 3446273956; 9783446273955 9782091254845; 2091254843 nan 9782073027573; 2073027571 9782416006210; 2416006215
109,9782340065604; 2340065607 9782011456236; 2011456231 9782490155255; 2490155253 9782849221020; 2849221023 9781884167188; 1884167187 9783719047177; 3719047172 9782262041892; 226204189X 9782324020674; 232402067X 9782262105297; 2262105294 2880746264; 9782880746261
110,9782200279158; 2200279159 9782701148212; 2701148219 9783796527272; 3796527272 9782100858699; 2100858696 9782368522134; 2368522131; 9782368522141; 236852214X; 9782368524442; 2368524444; 9782368524510; 2368524517; 9782368524527; 2368524525; 9782368525852; 2368525858; 9782368526408; 2368526404; 9782368526774; 2368526773; 9782368527146; 2368527141; 978236852727 9791022612944 9782755641189; 2755641185 9782351788967; 2351788966 9782729623128; 2729623124 9782940116096; 2940116091
111,207038618X; 9782070386185 9782340067677; 2340067677 9782246835332; 224683533X 9782757301883; 2757301888 9782889410750; 2889410757 9782709671200; 2709671204 9782363610072; 2363610075; 9782363611710; 2363611713 9782380583441; 2380583447 9782711852482; 2711852482; 9782844263339; 284426333X 9782820300829; 2820300820; 9782820301321; 2820301320; 9782820302038; 2820302033; 9782820302410; 2820302416; 9782820302717; 2820302718; 9782820303189; 2820303188; 9782820304049; 2820304044; 9782820305053; 2820305059; 9782820305541; 2820305547; 978282030600
112,9781447294818; 1447294815; 9781447294832; 1447294831 9782828921422; 2828921425 9782889010639; 2889010635 9782205060423; 2205060422; 9782205061758; 2205061755; 9782205064179; 2205064177; 9782205067491; 2205067494; 9782205067941; 220506794X 9782889117741; 288911774X; 9782707188793; 2707188794 9782809716078; 2809716072 9782020207126; 2020207125 2601031646; 9782601031645 9782940501601; 2940501602 9782081486317; 2081486318
113,9782883510807; 2883510806 9782882583925; 2882583923 9782970059295; 2970059290 9782294775239; 2294775236 9782021553833; 2021553833 9782221260821; 2221260821 9782283024058; 2283024056 9782829004551; 2829004558 9782749938646; 2749938643 nan
114,9782246830313; 2246830311 9782828919030; 282891903X; 9782828919863; 2828919862 9782810419920; 2810419922 9782070415564; 2070415562 9782200601157; 2200601158 9782412022917; 2412022917 9782017033509; 2017033502 9780141035796; 014103579X 9782283025789; 2283025788 9782011461537; 2011461537
115,9027222843; 9789027222848 9791032929766 9783258082035; 3258082030 9791027609895 2021505936; 9782021505931 9782882414687; 2882414684 2364051541; 9782364051546 9791034761234 9782210558014; 2210558018 9782889536696; 2889536696
116,2070419843; 9782070419845 3719045013; 9783719045012 9783727288272; 3727288272 9782294766220; 2294766229 9782072940484; 2072940486 9782412068717; 2412068712 9783725587704; 3725587701 9783906235066; 3906235068 9791037510242 9780500545492; 0500545499
117,9782379223563; 2379223564 9782413008033; 2413008039; 9782413025030; 2413025030 9782812602535; 2812602538 9782754104357; 2754104356 9782413078548; 2413078541 nan 9782100524402; 2100524402 3727223723; 9783727223723 9791029510137 9782880747800; 2880747805
118,9782804133313; 2804133311 9782246825760; 2246825768 9782228933902; 2228933902 9782882959515; 2882959516 9791034737369 9782211060882; 2211060889 9782874265051; 2874265055 9782970154006; 2970154005; 7612285244630 2881822916; 9782881822919 208141628X; 9782081416284
119,9782203221680; 2203221682 9782262044121; 2262044120 9782880492724; 2880492726 9782204155960; 2204155969 9782100585007; 2100585002 9783132442634; 3132442631 nan 2251410104; 9782251410104 9782203239906; 2203239905 9782757874073; 2757874071; 9782757874080; 275787408X
120,2880747163; 9782880747169 9783719033187; 371903318X 9782203003279; 2203003278; 9782203132702; 2203132701 9782715405523; 2715405529 9782228908856; 2228908851 9782221256770; 2221256778 9788419220318; 8419220310 9782344052310; 2344052313 9781439809952; 143980995X 9782810429868; 2810429863
121,9782368462607; 2368462600 9782246821250; 2246821258 9782807308022; 2807308023 9782884541459; 2884541454 9782381980140; 2381980148 9780134754086; 0134754085 2850881031; 9782850881039 nan 9781838660338; 183866033X 2742730389; 9782742730384
122,9781909400054; 190940005X; 9781909400061; 1909400068; 9781872501956; 1872501958; 9781905375950; 1905375956 9782844141132; 2844141137 9782493708045; 2493708040 9783727223730; 3727223731 3760052142352 9782816195460; 2816195465 9783906851372; 3906851370 2350878732; 9782350878737 9782924645260; 2924645263 9782340040489; 2340040485
123,2493816021; 9782493816023 9780415427814; 0415427819 9782216154289; 2216154288 9782702208649; 2702208649 9782070348763; 2070348768 3725308403; 9783725308408 9782278100620; 2278100629 9782232146626; 2232146626 nan 9782742737642; 2742737642; 9782742739066; 2742739068
124,9782234094901; 2234094909 9782703312918; 2703312911 3725531218; 9783725531219 9791037509727 2841561313; 9782841561315; 2950232817; 9782950232816 9782234071940; 2234071941 280367713X; 9782803677139 9782800416953; 2800416955 9782807608498; 2807608493 9782754829588; 275482958X; 9782754831260; 2754831266; 9782754835459; 2754835458
125,9782848672854; 2848672854 9781611488661; 1611488664 2889301095; 9782889301096 9782100852031; 2100852035 9791097088248; 2890917282; 9782890917286 9782294743771; 2294743776 9782889153480; 2889153487 9782746712676; 2746712679 9782882415226; 2882415222 2745302884; 9782745302885
126,9782723477079; 272347707X 9782889011308; 2889011305 2752913400; 9782752913401 9782330082314; 2330082312 9782710139294; 2710139294 9791022612432 9782738157201; 2738157203 222890063x 9782075129770; 2075129770 9782360930982; 2360930982
127,9782884742436; 2884742433; 9782884742597; 288474259X; 9782884743594; 2884743596 9783725589197; 3725589194 9782221110614; 2221110617 9782970136606; 2970136600 9782379314421; 237931442X 9782228923897; 2228923893 288147036X; 9782881470363 9782749175508; 274917550X 9791020911339 9782017208754; 2017208752
128,9783719043834; 3719043835 9782378803735; 2378803737 9782072692994; 2072692997 nan 9788401027475; 8401027470 9782745321046; 2745321048; 9782745324719; 2745324713; 9782745329479; 2745329472; 9782745348340; 2745348345 9782073019349; 207301934X 9782344036846; 2344036849; 9782344039397; 2344039392 9780141375007; 0141375000; 9780141375632; 0141375639 9782889155224; 2889155226
129,nan 9782246834151; 2246834155 9782361650971; 2361650975 9782340040366; 2340040361 2130550916; 9782130550914 9782746736153; 2746736152 9782369819974; 2369819979 nan 2707131695; 9782707131690 9782706149825; 2706149825
130,9782715258334; 271525833X 9782221202081; 2221202082 9782889640317; 2889640310 9782226449306; 2226449302 9782715407053; 271540705X 9782204136440; 2204136441 9782830916577; 2830916573 9782830917857; 2830917855 3125172411; 9783125172418 2406073459; 9782406073451; 2406073467; 9782406073468
131,9782880494469; 288049446X 9782221258613; 2221258614 2070116743; 9782070116744; 2070116751; 9782070116751 2354802617; 9782354802615 9782406063896; 2406063895; 2406063887; 9782406063889 9782353452569; 2353452566 0802840914; 9780802840912; 0853646333; 9780853646334 9782757887998; 2757887998 nan 9782413002710; 2413002715; 9782413002727; 2413002723; 9782413004097; 2413004092; 9782413010777; 2413010777; 9782413013211; 2413013210; 9782413015246; 2413015248; 9782413020295; 2413020292; 9782413022343; 2413022341; 9782413024279; 2413024271; 978241302653
132,9782021338041; 2021338045 nan 9785967607387; 5967607382 9782311209969; 2311209965 9782226450241; 2226450246 nan 9782205202267; 220520226X 9782070118236; 2070118231 9782294783159; 2294783158 nan
133,9782364686953; 2364686954 9782756536231; 2756536237 2909295192; 9782909295190 9791022612425 8887883033; 9788887883039 9782081478398; 2081478390 9782203085046; 2203085045 9782505070733; 2505070733; 9782505070740; 2505070741; 9782505071990; 2505071993; 9782505073352; 250507335X; 9782505073369; 2505073368; 9782505076414; 2505076413; 9782505081579; 2505081573; 9782505083023; 2505083029; 9782505085140; 2505085145; 978250508827 9782412053034; 2412053030 9782283035627; 2283035627
134,9782818506240; 2818506247 9782330188757; 2330188757 nan 9782211304535; 2211304532 9782330033729; 2330033729 2891056612; 9782891056618 9780323793001; 0323793002 9783727222542; 3727222549 9782505113539; 250511353X; 9782505113553; 2505113556; 9782505113560; 2505113564; 9782505113577; 2505113572 9782326002210; 2326002210
135,9782416007279; 2416007270 9782828919719; 2828919714 9782716315579; 2716315574 9782072982705; 2072982707 9782348074998; 2348074990 0231069642; 9780231069649 9782290210406; 2290210404 9782955573846; 2955573841 9780415821926; 0415821924 9782606021207; 2606021207
136,2200618042; 9782200618049 9782226469922; 2226469923 9782271138095; 2271138094 9782351427552; 2351427556; 9782351427521; 2351427521; 9782351428009; 2351428005; 9782351428016; 2351428013; 9782351428740; 2351428749; 9782351428863; 2351428862; 9782351428986; 2351428986; 9782351428993; 2351428994; 9782351429884; 2351429885; 978235142989 9782351425848; 2351425847; 9782351425855; 2351425855; 9782351425862; 2351425863; 9782351426777; 2351426770; 9782351426784; 2351426789; 9782351426791; 2351426797; 9782351426807; 2351426800; 9782351427736; 2351427734; 9782351428054; 2351428056; 978235142806 9782702183519; 2702183514 9782362190964; 236219096X 9782807326408; 2807326404 9782738133045; 2738133045 9782067257344; 206725734X
137,9782889073788; 2889073785 2020195976; 9782020195973 9782091254852; 2091254851 3728116130; 9783728116130 2380822689; 9782380822687 nan 2224025270; 9782224025274; 2224025289; 9782224025281; 2224025556; 9782224025557; 2224025564; 9782224025564 2073005616; 9782073005618 2852260379; 9782852260375 9782757869772; 2757869779; 9782020414821; 2020414821
138,9782381980140; 2381980148 9783719043995; 3719043991 9782381222387; 2381222383 9782100783281; 2100783289 2020063727; 9782020063722; 9782020069632; 2020069636; 9782020089814; 2020089815 9782020966870; 2020966875 9782872931507; 2872931503 9782940512171; 2940512175; 9782940512188; 2940512183; 9782940512201; 2940512205; 9782940512232; 294051223X; 9782940512256; 2940512256 2296018874; 9782296018877 9782816193145; 2816193144
139,9782017172222; 2017172227 9782100840984; 2100840983 9782384921393; 2384921398 2702184553; 9782702184554 9782714479976; 2714479979 288923097X; 9782889230976 9782100798773; 2100798774 9782754829014; 2754829016 9782367322582; 2367322589 9782749552859; 2749552850
140,9791032711446 9783719045005; 3719045005 9791039703338 9782283029480; 2283029481 9782376974390; 2376974399 9783804738997; 3804738990 9782889152698; 2889152693 9782702165546; 2702165540 9782283032152; 2283032156 9781398512146; 1398512141
141,9782709660846; 2709660849 9782885003246; 2885003243 9782804464219; 2804464210 2080607960; 9782080607966 9782361930509; 2361930501 9791031805177 nan 9782081451483; 2081451484 9782940146543; 2940146543 9782218922626; 2218922622
142,9791032713235; 9791032713488; 9791032713914 9782226471208; 2226471200 2718602104; 9782718602103 9782294724633; 2294724631 9782413044819; 2413044817; 9782413049418; 241304941X; 9782413080336; 2413080333 8879720279; 9788879720274 9782889510818; 2889510816; 9782889510825; 2889510824; 9782889510832; 2889510832; 9782889510849; 2889510840; 9782889510856; 2889510859; 9782889510863; 2889510867; 9782889510870; 2889510875; 9782889510887; 2889510883; 9782889510894; 2889510891; 978288951090 9782370733481; 2370733489; 9922266318297 9782340075405; 2340075408 9791030701319
